기획MD,StyleCode,품명,시즌코드,컬러수,생산형태,생산처,원산국,전산입고계획일,작지일매,예상출고일(주차)
김준래,TVTCM27514,하절 여성 CP소로나쿨 그래픽 크롭 반팔 티셔츠,M,2,사입,주식회사 아이케이지,인도네시아,2027-03-22,X,
김준래,TVTCM27528,하절 여성 린넨 라이크 폴로 반팔 티셔츠,M,2,사입,장안어패럴,베트남,2027-03-08,X,
김준래,TVTCM27538,하절 여성 시어서커 반팔 폴로 티셔츠,M,3,사입,주식회사 태화에프앤티,베트남,2027-03-08,O,
김준래,TVTCM27542,하절 여성 시어서커 폴로 반팔 티셔츠,M,2,사입,주식회사 태화에프앤티,베트남,2027-03-08,O,
김준래,TVTCM27562,하절 여성 CP소로나쿨 반팔 티셔츠,M,2,사입,장안어패럴,베트남,2027-03-22,O,
김준래,TVTCM27564,하절 여성 우븐 하이브리드 크롭 반팔 티셔츠,M,2,사입,주식회사 아이케이지,인도네시아,2027-03-22,X,
정영준,TVTCM27692,하절 여성 데이팩 반팔 티셔츠 (립),M,2,사입,주식회사 아이케이지,인도네시아,2027-01-14,X,3월4주
정영준,TVTCM27694,하절 여성 데이팩 후드 티셔츠,M,3,사입,주식회사 아이케이지,인도네시아,2027-01-14,O,3월4주
정영준,TVTCM27696,하절 여성 데이팩 베이직 원피스,M,3,사입,주식회사 아이케이지,인도네시아,2027-01-14,O,3월4주
정영준,TVTCM27698,하절 여성 데이팩 원피스,M,2,사입,주식회사 아이케이지,인도네시아,2027-01-14,O,3월4주
박술홍,TVTCM27712,여성 트레일러닝 흡습속건 라운드 반팔 티셔츠,M,2,사입,장안어패럴,베트남,2027-03-01,O,
박술홍,TVTCM27714,여성 트레일러닝 흡습속건 프린트 라운드 반팔 티셔츠,M,1,사입,장안어패럴,베트남,2027-03-01,O,
박술홍,TVTCM27722,여성 트레일러닝 자카드 라운드 슬리브리스,M,1,사입,장안어패럴,베트남,2027-03-01,O,
박술홍,TVTCM27724,여성 트레일러닝 저지 라운드 슬리브리스,M,1,사입,장안어패럴,베트남,2027-03-01,X,
문도혁,TVVAM27552,하절 여성 메쉬 하이브리드 베스트,M,2,사입,아이블에프앤씨,베트남,2027-01-21,X,
문도혁,TVVAM27562,하절 여성 경량 방풍 베스트,M,2,사입,아이블에프앤씨,베트남,2027-01-21,X,
