MD,DS,StyleCode,품명,시즌코드,컬러수,기획수량,생산형태,생산처,원산지,출고차순,출고일(주차),작지발행,납기1차(참고),컬러구성,사양확정,비수기,원가합,소매가합,원단처,겉감정보,안감정보,생산처_소재DB
최지희,,JKICX27102,여성 하이브리드 냉감 터틀넥 티셔츠,X,2,3500,완사입,,,,2월4주,,,"CO1, CO2",,,57974000,273000000,,,,
최지희,,JKICX27112,여성 냉감 슬리브리스,X,2,2000,완사입,,,,2월4주,,,"CO1, CO2",,,24000000,110000000,,,,
최지희,,JKICX27122,여성 하이킹 브라탑,X,2,1500,완사입,,,,2월4주,,,"CO1, CO2",,,26250000,117000000,,,,
최지희,,JWICX27101,남성 하이브리드 냉감 라운드넥 티셔츠,X,2,3000,완사입,,,,2월4주,,,"CO1, CO2",,,51000000,234000000,,,,
최지희,,JWICX27111,남성 냉감 슬리브리스 (SET UP),X,2,4000,완사입,,,,2월4주,,,"DGY-1, BGY(B/GRAY)",,,44908000,220000000,,,,
최지희,,JWIBX27111,남성 냉감 인밴드 드로즈 (SET UP),X,2,4000,완사입,,,,2월4주,,,"DGY-1, BGY(B/GRAY)",,,38084000,160000000,,,,
최지희,,JWIBX27101,남성 냉감 아웃밴드 드로즈,X,2,3000,완사입,,,,2월4주,,,"DGY-1, DBU-1",,,31680000,135000000,,,,
최지희,,JWIBX27131,남성 메쉬 아웃밴드 드로즈,X,2,2000,완사입,,,,2월4주,,,CO1,,,22000000,110000000,,,,
이재헌,정은진,JWJJS27131,남성 OCTA 인슐레이션 재킷,S,2,2500,완사입,원전,인도네시아,,1월3주,X,,"DGY(D/GRAY), BLK(BLACK)",X,,151025000,725000000,SPM,SPM) DT-20 CRP CR,SPM) OT-A1,원전
이재헌,정은진,JWJJS27135,남성 WIGO 방풍 재킷 (SET UP),S,2,2200,완사입,원전,인도네시아,,2월1주,O,,"KHA(KHAKI), BLK(BLACK)",X,,169224000,704000000,신한,신한) SH-TP7204,,원전
이재헌,정은진,JWJGS27101,남성 윈드체이서 고어텍스 후드 방수 재킷,S,3,2500,CMT,포마트,베트남,SP1,2월1주,X,,"GBR(G/BROWN), DGY(D/GRAY), DGR(D/GREEN)",X,,273335000,1125000000,GORE / 밀리테크,GORE) BNRSPL75ES-PX 2L,밀리테크) MT-3817CH,포마트
이재헌,정은진,JWJGS27103,남성 고어텍스 후드 디테쳐블 방수 재킷,S,3,7640,CMT,기도,미얀마,SP1,2월1주,O,,"GBE(G/BEIGE), DBU(D/BLUE), BLK(BLACK)",X,,753495000,2979600000,GORE / 밀리테크,GORE) BNRSPL75ES-PX 2L,밀리테크) MT-3817CH,기도
이재헌,정은진,JWJWS27105,남성 고어윈드스토퍼 인후드 재킷,S,3,7000,CMT,원전,인도네시아,SP1,2월1주,O,,"KHA(KHAKI), GBU(G/BLUE), BLK(BLACK)",X,,566366500,2240000000,GORE / 케이글로벌,GORE) bnrSPL50NJ/SJ-PG 3L,,원전
이재헌,정은진,JKJGS27102,여성 윈드체이서 고어텍스 후드 방수 재킷,S,3,2500,CMT,포마트,베트남,SP1,2월1주,X,,"CRE(CREAM), GRE(GREEN), PUR",X,,248750000,1125000000,GORE / 밀리테크,GORE) BNRSPL75ES-PX 2L,밀리테크) MT-3817CH,포마트
이재헌,정은진,JKJGS27104,여성 고어텍스 후드 디테쳐블 방수 재킷,S,3,7000,CMT,기도,미얀마,SP1,2월1주,O,,"WBE, DLI, BLK(BLACK)",X,,624813000,2730000000,GORE / 밀리테크,GORE) BNRSPL75ES-PX 2L,밀리테크) MT-3817CH,기도
이재헌,정은진,JKJWS27106,여성 고어윈드스토퍼 후드 디테쳐블 재킷,S,3,4000,CMT,원전,인도네시아,SP1,2월1주,O,,"WBE, PUR, BLK(BLACK)",X,,282392800,1280000000,GORE / 케이글로벌,GORE) bnrSPL50NJ/SJ-PG 3L,,원전
이재헌,정은진,JWJJS27109,남녀공용 우의,S,2,1000,완사입,기도,베트남,SM2,4월1주,X,,"MIN, GNA(G/NAVY)",X,,65000000,250000000,,,,
이재헌,정은진,JWJJM27141,남성 소프트쉘 재킷 (SET UP),M,2,1600,완사입,원전,인도네시아,,3월1주,X,,"BGY(B/GRAY), BLK(BLACK)",X,,92974400,432000000,플레이트,플레이트) DI-001C,,원전
이재헌,정은진,JWJJM27151,남성 윈드케이 경량 방풍 재킷,M,3,13500,완사입,아이블,베트남,,3월2주,O,,"WGY, BLK(BLACK), DMI(D/MINT)",X,O,628464000,2403000000,BROLIN,BROLIN) BL-SS23SN1018,,아이블
이재헌,정은진,JWJJM27155,남성 고강력사 방풍 재킷,M,2,3200,완사입,원전,인도네시아,,3월2주,X,,"DOC(D/OCEAN), BLK(BLACK)",X,,192000000,928000000,프라미스,프라미스) PM-7273,,원전
이재헌,정은진,JWJJM27171,남성 제노아 경량 인후드 방풍 재킷,M,4,27500,CMT,원전,인도네시아,,3월1주,O,,"WGY, KHA(KHAKI), DNA(D/NAVY), DOC(D/OCEAN)",X,O,1237500000,5445000000,SPM,SPM) WST-20SR,,원전
이재헌,정은진,JWJJM27165,남성 트레이닝 재킷 (SET UP),M,2,16000,완사입,기도,베트남,,3월4주,X,,"BLK(BLACK), DGY(D/GRAY)",X,,448000000,2688000000,,,,
이재헌,엄창용,JWVAS27131,남성 OCTA 인슐레이션 베스트,S,2,1200,완사입,원전,인도네시아,,1월3주,O,,"BLK(BLACK), GRY(GRAY)",X,,51517200,264000000,SPM,SPM) DT-20 CRP CR,SPM) OT-A1,원전
이재헌,정은진,JWVAS27109,남성 유틸리티 스탠드넥 베스트,S,1,1500,완사입,아이블,베트남,SM2,4월1주,O,,KHA(KHAKI),X,,80445000,330000000,P&T,P&T) PNT-00215-WL,,아이블
이재헌,정은진,JWVAS27907,유통특화_남성 유틸리티 V넥 베스트,S,1,2000,완사입,아이블,베트남,SM2,4월1주,O,,BLK(BLACK),X,,99288000,396000000,P&T,P&T) PNT-00215-WL,,아이블
이재헌,엄창용,JWVAM27101,남성 에센셜 경량 베스트,M,3,7000,CMT,아이블,베트남,,3월2주,O,,"WBE, DBU(D/BLUE), DGY(D/GRAY)",X,O,214991000,1036000000,SPM,SPM) WST-20SR,,아이블
이재헌,엄창용,JWTBS27111,남성 하이브리드 긴팔 집업 티셔츠,S,2,3000,완사입,IKG,인도네시아,,1월3주,O,,"BLK(BLACK), GBU(G/BLUE)",X,,79905000,444000000,SPM / BK,SPM) SMART SSO _OK,,IKG
이재헌,엄창용,JWTBS27113,남성 ClearDry 긴팔 라운드 티셔츠,S,2,2000,완사입,IKG,인도네시아,,1월3주,O,,"GRY(GRAY), DGR(D/GREEN)",X,,53650000,256000000,SK패션,SK패션) SK26-6002-RV,,IKG
이재헌,엄창용,JWTBS27115,남성 ClearDry 긴팔 집업 티셔츠,S,2,2000,완사입,IKG,인도네시아,,1월3주,O,,"DGY(D/GRAY), WBE",X,,58964800,276000000,SK패션,SK패션) SK26-6002-RV,,IKG
이재헌,엄창용,JWTBS27117,남성 퀵드라이 바라클라바 긴팔 후드 티셔츠,S,2,1000,완사입,IKG,인도네시아,,1월4주,O,,"GRY(GRAY), GBR(G/BROWN)",X,,34655000,168000000,SPM,SPM) SMART SSO _OK,,IKG
이재헌,엄창용,JWTBS27119,남성 자가드 긴팔 집업 티셔츠,S,2,2000,완사입,장안,베트남,,1월4주,O,,"BLK(BLACK), KHA(KHAKI)",X,,66580000,316000000,글로벌B&G,글로벌B&G) GB26T-LIK0003,,장안
이재헌,정은진,JWTBS27101,남성 베이직 긴팔 집업 티셔츠,S,3,4500,완사입,태화,베트남,SM2,4월1주,X,,"DGR(D/GREEN), GBU(G/BLUE), DML(D/MELAN)",X,,103500000,531000000,,,,
이재헌,정은진,JWTBS27103,남성 베이직 긴팔 라운드 티셔츠,S,2,2000,완사입,IKG,인도네시아,SM2,4월1주,X,,"OWH, DML(D/MELAN)",X,,42000000,216000000,,,,
이재헌,엄창용,JWTBM27127,남성 솔솔 MossDry 베이직 긴팔 집업 티셔츠,M,3,12000,완사입,태화,베트남,,2월4주,X,44511,"DOC(D/OCEAN), DGY(D/GRAY), DNA(D/NAVY)",X,,216000000,1416000000,,,,
이재헌,엄창용,JWTBM27125,남성 우븐 하프집업 티셔츠 (타공 디테일),M,2,1200,완사입,IKG,인도네시아,,2월4주,O,44511,"WGY, BLK(BLACK)",X,,44798400,201600000,글로벌B&G,글로벌B&G) GB25T-STK0297,,IKG
이재헌,엄창용,JWTCM27151,남성 소로나 메쉬 반팔 집업 티셔츠,M,2,3000,완사입,IKG,인도네시아,,3월3주,O,44511,"BLK(BLACK), WGY",X,,56277000,354000000,SK패션,SK패션) SK25-9182-YC,,IKG
이재헌,엄창용,JWTCM27153,남성 메쉬 하이브리드 반팔 라운드 티셔츠,M,2,2800,완사입,장안,베트남,,3월4주,X,44511,"BLK(BLACK), CRE(CREAM)",X,,50372000,274400000,SPM,SPM) CC-DRY F,,장안
이재헌,엄창용,JWTCM27157,남성 솔솔 MossDry 베이직 반팔 집업 티셔츠,M,4,15000,완사입,태화,베트남,,3월2주,X,44511,"DGY(D/GRAY), DBU(D/BLUE), DMI(D/MINT), WGY",X,,255000000,1620000000,,,,
이재헌,엄창용,JWTCM27159,남성 솔솔 MossDry 베이직 반팔 라운드 티셔츠,M,4,23000,완사입,TESSELLATION,베트남,,3월2주,X,44511,"BLK(BLACK), IVO(IVORY), DGR(D/GREEN), DNA(D/NAVY)",X,,230000000,1564000000,,,,
이재헌,엄창용,JWTBM27167,남성 솔솔 MossDry 소매 하이브리드 긴팔 집업 티셔츠,M,2,6000,완사입,태화,베트남,,3월2주,O,,"DBU(D/BLUE), DMI(D/MINT)",X,,133728000,888000000,태화,태화) THC-2096,,태화
이재헌,엄창용,JWTBM27181,남녀공용 솔솔 에어도트 하이브리드 긴팔 티셔츠,M,2,1400,완사입,장안,베트남,,3월2주,X,,"WBE, BLK(BLACK)",X,,49487200,221200000,L&S / 대웅,L&S) DA4288SYWR,,장안
이재헌,엄창용,JWTCM27183,남성 솔솔 에어도트 반팔 폴로 티셔츠,M,2,14000,완사입,장안,베트남,,3월4주,X,,"BLK(BLACK), BGY(B/GRAY)",X,,294532000,1792000000,대웅,대웅) DWT-2982,,장안
이재헌,엄창용,JWTCM27185,남성 솔솔 에어도트 반팔 라운드 티셔츠,M,2,4000,완사입,태화,베트남,,3월4주,X,,"BLK(BLACK), BGY(B/GRAY)",X,,102236000,512000000,대웅,대웅) DWT-2982,,태화
이재헌,엄창용,JWTCM27187,남성 솔솔 에어도트 반집업 반팔 티셔츠,M,2,5000,완사입,태화,베트남,,3월4주,X,,"BLK(BLACK), KHA(KHAKI)",X,,119830000,690000000,대웅,대웅) DWT-2982,,태화
이재헌,엄창용,JWTCM27191,남성 슬리브리스,M,2,1000,완사입,장안,베트남,,4월1주,O,,"BLK(BLACK), KHA(KHAKI)",X,,20952000,78000000,SPM,SPM) AIRON,,장안
이재헌,엄창용,JWTCM27131,남녀공용 소로나 릴렉스핏 그래픽 티셔츠,M,3,35000,완사입,IKG,인도네시아,,3월4주,X,3월4주,"OWH, DMI(D/MINT), BLK(BLACK)",X,,527730000,3080000000,수텍스,수텍스) SJS-23-1568,,IKG
이재헌,조이슬,JWTCM27133,남녀공용 에어론 릴렉스핏 그래픽 티셔츠,M,2,3500,완사입,IKG,인도네시아,,3월4주,O,3월4주,"CRE(CREAM), GBR(G/BROWN)",X,,60399500,308000000,SPM,SPM) AIRON,,IKG
이재헌,엄창용,JWTCM27135,남녀공용 소로나 오버핏 그래픽 티셔츠,M,2,3000,완사입,IKG,인도네시아,,3월4주,X,3월4주,"BLK(BLACK), BGY(B/GRAY)",X,,43143000,264000000,수텍스,수텍스) SJS-23-1568,,IKG
이재헌,조이슬,JWTCM27137,남녀공용 소로나쿨(CP) 릴렉스핏 그래픽 티셔츠,M,2,2000,완사입,IKG,인도네시아,,3월4주,O,3월4주,"OWH, BLK(BLACK)",X,,36166000,176000000,SPM,SPM) SR-COOL PL,,IKG
박지인,이다영,JWJJM27301,남녀공용 커버업 방수 재킷,M,1,400,완사입,포마트,베트남,SM2,3월4주,O,3월4주,NAY,X,,39419200,180000000,신한,신한) AL24E25,,포마트
박지인,이다영,JWJJM27373,남성 에그라이트 방수 재킷,M,2,2400,CMT,포마트,베트남,SM2,3월4주,O,3월4주,"SGY, BGY-2",X,,190140000,840000000,신한,신한) WOA13JEC10F,,포마트
박지인,이다영,JWJJM27371,남성 에그라이트 방풍 재킷,M,3,3500,CMT,포마트,베트남,SM2,3월4주,O,3월4주,"IVO(IVORY), BGY-1, BLK(BLACK)",X,,166491500,770000000,SPM,SPM) DT-LOKU,,포마트
박지인,이다영,JWJJM27375,남성 에그라이트 스탠드넥 방풍 재킷,M,2,3500,CMT,포마트,베트남,SM2,3월4주,O,3월4주,"DBE-1, NAY-1",X,,154192500,693000000,SPM,SPM) DT-LOKU,,포마트
박지인,이다영,JWVAM27371,남성 에그라이트 스탠드넥 베스트,M,2,1400,CMT,포마트,베트남,SM2,3월4주,O,3월4주,"DBE-1, NAY-1",X,,43400000,207200000,SPM,SPM) DT-LOKU,,포마트
박지인,이다영,JWTBM27301,남성 썬 후디 긴팔 티셔츠,M,2,1600,완사입,장안,베트남,SM2,3월4주,O,3월4주,"ABL(A/BLUE), SGY",X,,57788800,252800000,SPM,SPM) CC-DRY F,,장안
박지인,이다영,JWTBM27311,남성 패커블 그래픽 긴팔 티셔츠,M,2,1200,완사입,IKG,인도네시아,SM2,3월4주,O,3월4주,"BGY-2, BLK(BLACK)",X,,31116000,153600000,SOLT / 신원,SOLT) ST-JH-7616,,IKG
박지인,이다영,JWTCM27321,남녀공용 패커블 반팔 티셔츠,M,2,1800,완사입,IKG,인도네시아,SM2,3월4주,O,3월4주,"LIM, IVO(IVORY)",X,,30929400,176400000,SPM / 신원,SPM) CC-DRY F,,IKG
박지인,이다영,JWVAM27301,남녀공용 알파다이렉트 베스트,M,1,850,완사입,IKG,인도네시아,SM2,1월3주,O,1월3주,SGY,X,,34453050,142800000,POLARTEC / 신원,POLARTEC) 4004,,IKG
박지인,이다영,JWJJM27351,남녀공용 그래픽 매쉬 재킷,M,2,1800,CMT,포마트,베트남,SM2,4월2주,O,4월2주,"GRY-1, BLK(BLACK)",X,,86045400,396000000,MOVE,MOVE) N434 (SI,,포마트
박지인,이다영,JWTBM27351,남녀공용 그래픽 매쉬 긴팔 티셔츠,M,2,950,CMT,호전실업,베트남,SM2,4월2주,O,4월2주,"GRY-1, BLK(BLACK)",X,,35150000,140600000,MOVE,MOVE) N434 (SI,,호전
박지인,이다영,JWPNM27351,남녀공용 메쉬 디테처블 팬츠,M,1,800,CMT,거림,베트남,SM2,4월2주,X,4월2주,BLK(BLACK),X,,28512000,126400000,화니GC / MOVE,화니GC) W72228CN,,거림
박지인,이다영,JKJJM27374,여성 에그라이트 방수 재킷,M,2,1800,CMT,포마트,베트남,SM2,3월4주,O,3월4주,"LLI, BLK(BLACK)",X,,118872000,630000000,신한,신한) WOA13JEC10F,,포마트
박지인,이다영,JKJJM27372,여성 에그라이트 방풍 재킷,M,3,4000,CMT,포마트,베트남,SM2,3월4주,O,3월4주,"CRE-1, AQU(AQUA), BLK(BLACK)",X,,173964000,880000000,SPM,SPM) DT-LOKU,,포마트
박지인,이다영,JKJJM27376,여성 에그라이트 스탠드넥 방풍 재킷,M,2,3000,CMT,포마트,베트남,SM2,3월4주,O,3월4주,"LBE(L/BEIGE), LBL(L/BLUE)",X,,119295000,594000000,SPM,SPM) DT-LOKU,,포마트
박지인,이다영,JKVAM27372,여성 에그라이트 후드형 베스트,M,2,2000,CMT,포마트,베트남,SM2,3월4주,O,3월4주,"CRE-1, BLK(BLACK)",X,,58488000,296000000,SPM,SPM) DT-LOKU,,포마트
박지인,이다영,JKTBM27302,여성 썬 후디 긴팔 티셔츠,M,2,1600,완사입,장안,베트남,SM2,3월4주,O,3월4주,"ABL(A/BLUE), SGY",X,,51097600,252800000,SPM,SPM) CC-DRY F,,장안
박지인,이다영,JKTBM27312,여성 패커블 그래픽 긴팔 티셔츠,M,2,1200,완사입,IKG,인도네시아,SM2,3월4주,O,3월4주,"BLK(BLACK), CRE-1",X,,29907600,153600000,SOLT / 신원,SOLT) ST-JH-7616,,IKG
박지인,이다영,JKTCM27312,여성 슬리브리스,M,2,1200,완사입,장안,베트남,SM2,3월4주,O,3월4주,"IVO(IVORY), BLK(BLACK)",X,,15933600,81600000,MOVE / 신원,MOVE) MVK-1064,,장안
박지인,이다영,JKPOM27312,여성 5부 레깅스,M,1,800,완사입,태화,베트남,SM2,3월4주,O,3월4주,BLK(BLACK),X,,23959200,94400000,ECLAT,ECLAT) RT1706334,,태화
박지인,정은진,JKJJS27132,춘절 여성 OCTA 인슐레이션 재킷,S,2,2000,완사입,원전,,,1월3주,X,1월3주,"BLK(BLACK), VBU-1",X,,114028000,540000000,SPM,SPM) DT-20 CRP CR,SPM) OT-A1,원전
박지인,정은진,JKJJS27136,춘절 여성 Wigo 방풍 재킷 (SET UP),S,1,800,완사입,원전,,,2월1주,X,2월1주,BLK(BLACK),X,,53180800,256000000,신한,신한) SH-TP7204,,원전
박지인,이민선,TVJJS27512,춘절 여성 중기장 방풍 재킷,S,2,3000,완사입,아이블,,,1월3주,,1월3주,"WBE, CIN(CINDER)",,,165927000,810000000,,,,
박지인,이민선,TVJJM27542,하절 여성 중기장 오버사이즈 재킷,M,2,3000,완사입,원전,,,2월4주,,2월4주,CO1,,,120000000,594000000,,,,
박지인,조이슬,JKJJM27124,하절 여성 자카드 풀집업 자켓,M,2,3000,완사입,IKG,인도네시아,,2월4주,O,2월4주,"CRE(CREAM), LSL",X,,105000000,564000000,글로벌B&G,글로벌B&G) GB26T-LIK0001,,IKG
박지인,정은진,JKJJM27142,하절 여성 소프트쉘 재킷 (SET UP),M,2,1800,완사입,원전,,,3월1주,X,3월1주,"BLK(BLACK), WBE",X,,95065200,450000000,플레이트,플레이트) DI-001C,,원전
박지인,정은진,JKJJM27172,하절 여성 제노아 경량 인후드 방풍 재킷,M,4,15000,CMT,원전,,,3월1주,O,3월1주,"MIN, CRE(CREAM), LSL, WBE",X,O,569850000,2970000000,SPM,SPM) WST-20SR,,원전
박지인,정은진,JKJJM27182,하절 여성 제노아 스트레치 중기장 인후드 재킷,M,3,6500,CMT,원전,,,3월1주,X,3월1주,"GRI(GREIGE), LIL(LILAC), NAY-1",X,,292500000,1430000000,,,,
박지인,정은진,JKJJM27152,하절 여성 경량 윈드케이 방풍 재킷,M,3,9000,CMT,아이블,,,3월2주,O,3월2주,"CRE(CREAM), LIL(LILAC), BLK(BLACK)",X,O,454095500,1602000000,BROLIN,BROLIN) BL-SS23SN1018,,아이블
박지인,정은진,JKJJM27156,하절 여성 고강력사 방풍 재킷,M,2,2200,완사입,원전,,,3월2주,X,3월2주,"BLK(BLACK), DMI(D/MINT)",X,,123200000,594000000,프라미스,프라미스) PM-7273,,원전
박지인,정은진,JKJJM27162,하절 여성 윈드 후드 재킷,M,2,2000,완사입,아이블,,,3월2주,X,3월2주,"BLK(BLACK), WBE",X,,82986000,396000000,화니GC,화니GC) THIN SUN,,아이블
박지인,조이슬,JKVAS27132,춘절 여성 OCTA 인슐레이션 베스트,S,2,1000,완사입,원전,,,1월3주,O,1월3주,"BLK(BLACK), WBE",X,,38169000,198000000,SPM,SPM) DT-20 CRP CR,SPM) OT-A1,원전
박지인,조이슬,JKVAM27102,하절 여성 에센셜 경량 베스트,M,3,5500,CMT,아이블,,,3월2주,O,3월2주,"BLK(BLACK), LIL(LILAC), CRE(CREAM)",X,O,184420500,869000000,SPM,SPM) WST-20SR,,아이블
최진민,강기환,JWJGS27001,히어로 남성 고어텍스 3L PRO 재킷,S,2,250,완사입,포마트,베트남,S1,1월2주,O,,"GBU(G/BLUE), DGY-1",X,,68675250,247500000,GORE,GORE) bnrSPL80GC/RGD-PX3LPRO,,포마트
최진민,강기환,JWJJS27011,히어로 남성 프리마로프트 HEAVY 인슐레이션 재킷,S,2,2350,완사입,원전,인도네시아,S1,1월2주,O,,"GRY-1, BLK(BLACK)",X,,215013250,916500000,SPM / 원창,SPM) ZX-20M SC,원창) YO201293(NY10D,원전
최진민,강기환,JWJJS27015,히어로 남성 프리마로프트 LIGHT 인슐레이션 재킷,S,2,2250,완사입,원전,인도네시아,S1,1월2주,O,,"DBU(D/BLUE), BLK(BLACK)",X,,186752250,787500000,L&S / 케이글로벌 / 원창,L&S) ST0452TSPDWR-NF,원창) YO201293(NY10D,원전
최진민,김지원,JWJJS27021,히어로 남성 스톰플리스 프로 LIGHT 소프트쉘 재킷,S,2,3000,완사입,원전,인도네시아,S1,1월2주,O,,"DBU(D/BLUE), BLK(BLACK)",X,,199377000,960000000,글로벌B&G,글로벌B&G) SINGTEX) SW-70213CO,,원전
최진민,강기환,JWJJS27031,히어로 남성 옥타 플리스 재킷,S,2,650,완사입,태화,베트남,S1,1월4주,O,,"GBU(G/BLUE), BLK(BLACK)",X,,36090600,188500000,SPM,SPM) E3MC01,,태화
최진민,강기환,JWVAS27017,히어로 남성 프리마로프트 LIGHT 인슐레이션 베스트,S,2,870,완사입,원전,인도네시아,S1,1월4주,O,,"DGY-1, BLK(BLACK)",X,,53128290,217500000,L&S / 원창,L&S) ST0452TSPDWR-NF,원창) YO201293(NY10D,원전
최진민,김지원,JWTBS27057,히어로 남성 니트도트 긴팔 라운드티,S,2,300,완사입,태화,베트남,S1,1월2주,O,,"DBU(D/BLUE), BLK(BLACK)",X,,8055900,41400000,GEO,GEO) GIK-H350,,태화
최진민,김지원,JWTCS27055,히어로 남성 메리노울 반팔 라운드티,S,2,500,완사입,장안,베트남,S1,1월4주,O,,"GBU(G/BLUE), BLK(BLACK)",X,,19151000,74000000,IBQ,IBQ) N1001W,,장안
최진민,김지원,JWPNS27061,히어로 남성 스톰플리스 프로 LIGHT 소프트쉘 팬츠,S,2,1100,완사입,거림,베트남,S1,1월2주,O,,"GBU(G/BLUE), BLK(BLACK)",X,,61816700,297000000,글로벌B&G,글로벌B&G) SINGTEX) SW-70213CO,,거림
최진민,김지원,JWPNS27071,히어로 남성 클라이밍 팬츠,S,2,300,완사입,거림,베트남,S1,1월2주,O,,"DGY-1, BLK(BLACK)",X,,25478700,96000000,IBQ,IBQ) N04156A1,,거림
최진민,강기환,JKJGS27002,히어로 여성 고어텍스 3L PRO 재킷,S,2,190,완사입,포마트,베트남,S1,1월2주,O,,"LPI-2, BLK(BLACK)",X,,47398730,188100000,GORE,GORE) bnrSPL80GC/RGD-PX3LPRO,,포마트
최진민,강기환,JKJJS27012,히어로 여성 프리마로프트 HEAVY 인슐레이션 재킷,S,2,550,완사입,원전,인도네시아,S1,1월2주,O,,"GRY(GRAY), BLK(BLACK)",X,,46312750,214500000,SPM / 원창,SPM) ZX-20M SC,원창) YO201293(NY10D,원전
최진민,강기환,JKJJS27016,히어로 여성 프리마로프트 LIGHT 인슐레이션 재킷,S,2,600,완사입,원전,인도네시아,S1,1월2주,O,,"LPI-2, BLK(BLACK)",X,,46083000,210000000,L&S / 케이글로벌 / 원창,L&S) ST0452TSPDWR-NF,원창) YO201293(NY10D,원전
최진민,김지원,JKJJS27022,히어로 여성 스톰플리스 프로 LIGHT 소프트쉘 재킷,S,2,400,완사입,원전,인도네시아,S1,1월2주,O,,"LGY(L/GRAY), BLK(BLACK)",O,,24726400,128000000,글로벌B&G,글로벌B&G) SINGTEX) SW-70213CO,,원전
최진민,강기환,JKJJS27032,히어로 여성 옥타 플리스 재킷,S,2,450,완사입,태화,베트남,S1,1월4주,O,,"GRY(GRAY), BLK(BLACK)",X,,24435450,130500000,SPM,SPM) E3MC01,,태화
최진민,강기환,JKVAS27018,히어로 여성 프리마로프트 LIGHT 인슐레이션 베스트,S,2,305,완사입,원전,인도네시아,S1,1월4주,부분,,"DGY(D/GRAY), BLK(BLACK)",X,,17391405,76250000,L&S / 원창,L&S) ST0452TSPDWR-NF,원창) YO201293(NY10D,원전
최진민,김지원,JKTBS27058,히어로 여성 니트도트 긴팔 라운드티,S,2,180,완사입,태화,베트남,S1,1월2주,O,,"DGY-1, BLK(BLACK)",X,,4716720,24840000,GEO,GEO) GIK-H350,,태화
최진민,김지원,JKTCS27056,히어로 여성 메리노울 반팔 라운드티,S,2,400,완사입,장안,베트남,S1,1월4주,O,,"LPI-2, BLK(BLACK)",X,,13356000,59200000,IBQ,IBQ) N1001W,,장안
최진민,김지원,JKPNS27062,히어로 여성 스톰플리스 프로 LIGHT 소프트쉘 팬츠,S,2,350,완사입,거림,베트남,S1,1월2주,O,,"GRY(GRAY), BLK(BLACK)",X,,20101900,94500000,글로벌B&G,글로벌B&G) SINGTEX) SW-70213CO,,거림
최진민,김지원,JKPNS27072,히어로 여성 클라이밍 팬츠,S,2,200,완사입,거림,베트남,S1,1월2주,O,,"GRY-1, BLK(BLACK)",X,,16675200,64000000,IBQ,IBQ) N04156A1,,거림
최진민,-,TLTCM27551,하절 남성 멀티 스트라이프 라운드 반팔 티셔츠,M,2,1800,완사입,,,,3월2주,,,"CO1, CO2",,,42300000,212400000,,,,
최진민,-,TLTCM27553,하절 남성 스트라이프 폴로 반팔 티셔츠,M,2,3200,완사입,,,,3월2주,,,"CO1, CO2",,,81600000,409600000,,,,
최진민,-,TLSCM27551,하절 남성 멀티 스트라이프 반팔 셔츠,M,2,2500,완사입,,,,3월2주,,,"CO1, CO2",,,70000000,370000000,,,,
최진민,-,TVTCM27552,하절 여성 멀티 스트라이프 라운드 반팔 티셔츠,M,2,1500,완사입,,,,3월2주,,,"CO1, CO2",,,31500000,177000000,,,,
최진민,-,TVTCM27554,하절 여성 스트라이프 폴로 반팔 티셔츠,M,2,2000,완사입,,,,3월2주,,,"CO1, CO2",,,46000000,256000000,,,,
정영준,이민선,TLJJS27521,춘절 남성 3L 후드 방수 재킷,S,2,1700,완사입,기도,베트남,,1월3주,X,1월3주,"DGY-3, GRI(GREIGE)",X,,166685000,663000000,BROLIN,BROLIN) BL-AW21L3525,,기도
정영준,이민선,TLJJS27501,춘절 남성 패딩 헤링턴 재킷,S,2,3000,완사입,기도,베트남,,1월3주,X,1월3주,"BLK(BLACK), MUD",X,,186354000,960000000,BROLIN,BROLIN) BL-AW24L2060,,기도
정영준,이민선,TLJJS27503,춘절 남성 소프트쉘 헤링턴 재킷,S,2,2800,완사입,포마트,베트남,,2월1주,X,2월1주,"DGY-3, MUD",X,,226968000,896000000,MK,MK) GMZ84482,,포마트
정영준,이민선,TLJJS27511,춘절 남성 소프트안감 드리즐러 재킷,S,2,1700,완사입,포마트,베트남,,2월1주,X,,"BLK(BLACK), LLA",X,,118962600,544000000,BROLIN / 텍스마켓,BROLIN) BL-AW24L2060,텍스마켓) TM-10614,포마트
정영준,이민선,TLJJS27531,춘절 남성 소프트필 재킷 (SET-UP),S,2,1400,완사입,IKG,인도네시아,,2월1주,X,,"DGY-3, LLA",X,,55910400,249200000,IKG,IKG) CHN-TY-KNEH 1565,,IKG
정영준,이민선,TLJJS27541,남성 KOMFORT 이지 재킷 (SET-UP),S,2,1200,완사입,포마트,베트남,,2월1주,X,,"BLK(BLACK), MUD",X,,84998400,420000000,프라미스,프라미스) PM-7196,,포마트
정영준,서은미,TLJJS27551,춘절 남성 키퍼 스탠드넥 재킷,S,2,2600,완사입,아이블,베트남,,1월3주,O,,"MUD, DGY-3",X,,151426800,702000000,원창,원창) AQA-23026,,아이블
정영준,서은미,TLJJS27561,춘절 남성 인후드 재킷,S,2,5000,완사입,원전,미얀마,,2월1주,O,,"LAK(LAKE), DGY-3",X,,283061400,1250000000,TORAY CEM,TORAY CEM) 0908SY,,원전
