MD,DS,StyleCode,품명,시즌코드,컬러수,기획수량,생산형태,생산처,원산지,출고차순,출고일(주차),작지발행,납기1차(참고),컬러구성,사양확정,비수기,원가합,소매가합,원단처,겉감정보,안감정보,생산처_소재DB
정영준,이민선,TLJJM27501,하절 남성 경량 재킷,M,2,3200,완사입,원전,미얀마,,3월1주,X,3월1주,"BLK(BLACK), LGY-1",X,,158576000,740000000,플레이트,플레이트) HQ-213,,원전
정영준,서은미,TLJJM27511,하절 남성 윈드포레스트 패커블 방풍 재킷,M,3,12500,완사입,아이블,베트남,,3월1주,O,3월1주,"MUD, DNA(D/NAVY), LGY-1",X,O,572725000,2750000000,서진,서진) LUHW-NN605R,,아이블
정영준,서은미,TVPNS27512,춘절 여성 베이직 커브드 팬츠,S,2,2200,CMT,YIC,베트남,,1월3주,O,1월3주,"BLK(BLACK), MUD",X,,84143400,413600000,TORAY CEM,TORAY CEM) 503GD,,YIC
정영준,서은미,TVPNS27522,춘절 여성 루즈 커브드 팬츠,S,2,1800,CMT,거림,베트남,,1월3주,O,1월3주,"CRE-2, DGY(D/GRAY)",X,,62686800,338400000,SPM,SPM) W4-G.WAY WR,,거림
정영준,서은미,TVPNS27532,춘절 여성 부츠컷 팬츠,S,2,1800,CMT,TBO,베트남,,1월3주,O,1월3주,"BLK(BLACK), MUD",X,,55549800,320400000,SPM,SPM) W4-G.WAY WR,,TBO
정영준,서은미,TVPNS27542,춘절 여성 레귤러핏 팬츠,S,2,2200,CMT,거림,베트남,,1월3주,O,1월3주,"BLK(BLACK), GRI(GREIGE)",X,,84966200,413600000,TORAY CEM,TORAY CEM) 503GD,,거림
정영준,서은미,TVPNS27552,춘절 여성 소프트필 조거 팬츠 (SET-UP),S,2,1200,완사입,IKG,인도네시아,,2월1주,O,2월1주,"BLK(BLACK), LLA-1",X,,36000000,189600000,IKG,IKG) CHN-TY-KNEH 1565,,IKG
정영준,서은미,TVPOS27502,춘절 여성 롱 스커트 (SET-UP),S,1,1500,완사입,YIC,베트남,,2월1주,O,2월1주,BLK(BLACK),X,,46137000,252000000,BROLIN,BROLIN) BL-AW24L2060,,YIC
정영준,서은미,TVPNS27902,유통특화_사계절 여성 세미 부츠컷 데님 팬츠,S,1,1000,완사입,스코브,베트남,,2월1주,O,,IND(INDIGO),X,,28000000,158000000,,,,
정영준,서은미,TVPNM27502,하절 여성 베이직 크롭 세미 와이드 팬츠,M,2,5000,CMT,YIC,베트남,,3월1주,X,3월1주,"BLK(BLACK), LGI(L/GREIGE)",X,,177260000,890000000,필코,필코) 쿨율턴2,,YIC
정영준,서은미,TVPNM27522,하절 여성 카고조거 팬츠,M,2,3000,CMT,YIC,베트남,,3월1주,O,3월1주,"BLK(BLACK), DGY-1",X,,112215000,564000000,필코,필코) 쿨율턴2,,YIC
정영준,서은미,TVPNM27532,하절 여성 와이드 팬츠,M,2,3000,CMT,TBO,베트남,,3월1주,O,3월1주,"BLK(BLACK), GBU-3",X,,127404000,594000000,필코,필코) 쿨율턴2,,TBO
정영준,서은미,TVPNM27542,하절 여성 시어서커 파라슈츠 팬츠 (SET-UP),M,2,2700,CMT,거림,베트남,,3월2주,O,3월2주,"DNA(D/NAVY), LBL(L/BLUE)",X,O,69635700,453600000,SPM,SPM) SO-SUCKER,,거림
정영준,서은미,TVPOM27502,하절 여성 시어서커 5부 (SET-UP),M,2,2300,CMT,거림,베트남,,3월2주,O,3월2주,"DNA(D/NAVY), LBL(L/BLUE)",X,O,51520000,248400000,SPM,SPM) SO-SUCKER,,거림
정영준,서은미,TVPOM27512,하절 여성 버뮤다 팬츠,M,2,1600,CMT,TBO,베트남,,3월4주,X,3월4주,"DGY-1, GRI(GREIGE)",X,,41675200,252800000,플레이트,플레이트) DO-482C,,TBO
정영준,서은미,TVPNM27904,유통특화_하절 여성 쿨맥스 레귤러핏 데님 팬츠,M,1,1200,완사입,스코브,베트남,,3월1주,O,3월1주,IND(INDIGO),X,,36000000,213600000,,,,
정영준,서은미,TVSCM27692,하절 여성 데이팩 반팔 셔츠,M,2,2100,완사입,성원,베트남,,3월4주,O,3월4주,"BLK(BLACK), BEI-1",X,O,56966700,310800000,SPM,SPM) NSX-WR,,성원
정영준,권혁일,TVTCM27692,하절 여성 데이팩 반팔 티셔츠 (립),M,2,2100,완사입,IKG,인도네시아,,3월4주,X,3월4주,"BLK(BLACK), GRI(GREIGE)",X,,46200000,205800000,SPM,SPM) CD-441VS,,IKG
정영준,권혁일,TVTCM27694,하절 여성 데이팩 후드 티셔츠,M,3,6600,완사입,IKG,인도네시아,,3월4주,O,3월4주,"BLK(BLACK), RBU, GRI(GREIGE)",X,O,129300000,646800000,SPM,SPM) NSX-WR,,IKG
정영준,권혁일,TVTCM27696,하절 여성 데이팩 베이직 원피스,M,3,10500,완사입,IKG,베트남,,3월4주,O,3월4주,"BLK(BLACK), DKH(D/KHAKI), GRI(GREIGE)",X,O,273000000,1659000000,SPM,SPM) NSX-WR,,IKG
정영준,권혁일,TVTCM27698,하절 여성 데이팩 원피스,M,2,2600,완사입,IKG,베트남,,3월4주,O,3월4주,"DNA(D/NAVY), LKH",X,O,80600000,436800000,SPM,SPM) NSX-WR,,IKG
정영준,서은미,TVPNM27694,하절 여성 데이팩 루즈 팬츠,M,2,3500,CMT,TBO,베트남,,3월4주,O,3월4주,"DNA(D/NAVY), LKH",X,O,95494000,553000000,SPM,SPM) NSX-WR,,TBO
정영준,서은미,TVPOM27692,하절 여성 데이팩 롱 베이직 스커트,M,2,2000,CMT,YIC,베트남,,3월4주,O,3월4주,"DNA(D/NAVY), LKH",X,O,52978000,296000000,SPM,SPM) NSX-WR,,YIC
정영준,서은미,TVPOM27694,하절 여성 데이팩 롱 더블플랩 스커트 (립),M,2,3000,CMT,YIC,베트남,,3월4주,O,3월4주,"BLK(BLACK), GRI(GREIGE)",X,,99888000,474000000,SPM,SPM) CD-441VS,,YIC
정영준,서은미,TVPOM27696,하절 여성 데이팩 쇼츠,M,3,5500,CMT,TBO,베트남,,3월4주,O,3월4주,"BLK(BLACK), RBU, GRI(GREIGE)",X,O,112744500,484000000,SPM,SPM) NSX-WR,,TBO
정영준,서은미,TVPOM27698,하절 여성 데이팩 카고 쇼츠,M,3,5200,CMT,TBO,베트남,,3월4주,O,3월4주,"BLK(BLACK), BEI(BEIGE), GRI(GREIGE)",X,O,93600000,509600000,SPM,SPM) NSX-WR,,TBO
문도혁,이민선,TVJJS27542,춘절 여성 소프트안감 칼라드 재킷,S,2,2200,완사입,원전,베트남,s2,2월1주,O,2월1주,"MUD, BLK(BLACK)",X,,94773800,594000000,BROLIN / 텍스마켓,BROLIN) BL-AW24L2060,텍스마켓) TM-10614,원전
문도혁,이민선,TVJJS27532,춘절 여성 3L 후디드 방수 재킷,S,2,1800,완사입,기도,베트남,S1,1월3주,O,,"CRE(CREAM), DGY(D/GRAY)",X,,160255800,702000000,BROLIN,BROLIN) BL-AW21L3525,,기도
문도혁,이민선,TVJJS27552,춘절 여성 키퍼 중기장 벨티드 재킷,S,2,4000,완사입,아이블,베트남,S1,1월3주,O,,"GRI(GREIGE), DGY(D/GRAY)",X,,223356000,1160000000,타키효,타키효) THRC23AMDA001-C0,,아이블
문도혁,이민선,TVJJS27562,춘절 여성 키퍼 넥리스 재킷,S,2,2100,완사입,아이블,베트남,S1,1월3주,O,,"CRE(CREAM), GMI(G/MINT)",X,,106062600,525000000,타키효,타키효) THRC23AMDA001-C0,,아이블
문도혁,이민선,TVJJS27522,춘절 여성 웨더 중기장 재킷,S,2,2500,완사입,포마트,베트남,s1,1월3주,O,,"GRI(GREIGE), GMI(G/MINT)",X,,239177500,975000000,BROLIN,BROLIN) BL-AW21L3525,,포마트
문도혁,이민선,TVJJS27502,춘절 여성 논퀼팅 인슐레이션 재킷,S,2,2200,완사입,아이블,베트남,s1,1월3주,O,,"MUD, BLK(BLACK)",X,,160008200,704000000,BROLIN,BROLIN) BL-AW24L2060,,아이블
문도혁,이민선,TVJJM27502,하절 여성 스탠드넥 벤틸레이션 방풍 재킷,M,2,3000,완사입,원전,베트남,m1,2월4주,X,,"LGI(L/GREIGE), GBU(G/BLUE)",X,,158886000,750000000,필코,필코) 마쿠스,,원전
문도혁,이민선,TVJJM27512,하절 여성 메쉬 하이브리드 라운드넥 재킷,M,2,2000,완사입,기도,베트남,m2,3월2주,X,,"LGI(L/GREIGE), BLK(BLACK)",X,,82328000,440000000,화니GC / 신원,화니GC) TAK,,기도
문도혁,이민선,TVJJM27552,하절 여성 메쉬 하이브리드 크롭 후디드 재킷,M,2,3500,완사입,아이블,베트남,m2,3월2주,X,,"LGI(L/GREIGE), LPI",X,,146688500,770000000,SPM / 신원,SPM) MAX20-SC,,아이블
문도혁,이민선,TVJJM27522,하절 여성 중기장 후디드 방풍 재킷,M,2,3000,완사입,원전,베트남,m1,3월2주,X,,"LPI, PIS",X,O,116118000,660000000,프라미스,프라미스) 1274P,,원전
문도혁,이민선,TVJJM27532,하절 여성 V컷 스탠드넥 방풍 재킷,M,2,3500,완사입,아이블,베트남,m1,2월4주,X,,"LGI(L/GREIGE), NAY",X,O,157279500,770000000,플레이트,플레이트) NY130,,아이블
문도혁,정희영,TVVAM27552,하절 여성 메쉬 하이브리드 베스트,M,2,2500,완사입,아이블,베트남,m2,3월2주,X,,"PIS, IVO(IVORY)",X,,82302500,420000000,SPM / 신원,SPM) MAX20-SC,,아이블
문도혁,정희영,TVVAM27562,하절 여성 경량 방풍 베스트,M,2,5500,완사입,아이블,베트남,m2,3월2주,X,,"LPI, GNA(G/NAVY)",X,O,181296500,924000000,P&T,P&T) PNT-00108RE-WA,,아이블
문도혁,정희영,TLPNS27531,춘절 남성 소프트필 저지 팬츠 (SET-UP),S,2,1400,CMT,IKG,베트남,s1,1월3주,O,,"DGY(D/GRAY), LLA",X,,54159000,277200000,IKG,IKG) CHN-TY-KNEH 1565,,IKG
문도혁,정희영,TLPNS27521,사계절 남성 KOMFORT 레귤러핏 팬츠 (SET-UP),S,2,2000,CMT,YIC,베트남,s2,2월2주,O,,"MUD, BLK(BLACK)",X,,67386000,396000000,프라미스,프라미스) PM-7196,,YIC
문도혁,정희영,TLPNS27901,유통특화_사계절 남성 레귤러핏 데님 팬츠,S,2,1200,완사입,스코브,베트남,s2,2월2주,O,,"IND(INDIGO), BLK(BLACK)",X,O,32350800,225600000,,,,
문도혁,정희영,TLPNS27501,춘절 루즈핏 커브드 팬츠,S,2,1600,CMT,YIC,베트남,s2,2월1주,O,,"LLA, DGY(D/GRAY)",X,,81600000,352000000,TORAY CEM,TORAY CEM) 503GD,,YIC
문도혁,정희영,TLPNS27411,춘절 남성 면 혼방 레귤러핏 테이퍼드 팬츠,S,2,2500,CMT,거림,베트남,s1,1월3주,O,,"MUD, BLK(BLACK)",X,,104250000,495000000,TORAY CEM,TORAY CEM) 503GD,,거림
문도혁,정희영,TLPNM27501,하절 남성 시어서커 레귤러핏 팬츠 (SET-UP),M,2,3500,CMT,거림,베트남,m3,3월2주,O,,"BLK(BLACK), LBL(L/BLUE)",X,O,102490500,623000000,SPM,SPM) SO-SUCKER,,거림
문도혁,정희영,TLPNM27511,하절 남성 면 혼방 레귤러핏 테이퍼드 팬츠,M,2,5000,CMT,YIC,베트남,m1,2월4주,O,,"BGY(B/GRAY), BLK(BLACK)",X,O,207055000,990000000,필코,필코) 쿨율턴2,,거림
문도혁,정희영,TLPNM27541,하절 남성 나일론 레귤러핏 테이퍼드 팬츠,M,2,1500,CMT,거림,베트남,m2,2월4주,O,,"GBU(G/BLUE), BLK(BLACK)",X,,55500000,297000000,플레이트,플레이트) DO-482C,,거림
문도혁,정희영,TLPOM27531,하절 남성 나일론 버뮤다 쇼츠,M,2,1600,CMT,거림,베트남,m2,3월4주,O,,"GBU(G/BLUE), BLK(BLACK)",X,,60500000,335000000,플레이트,플레이트) DO-482C,,거림
문도혁,정희영,TLPOM27521,하절 남성 KOMFORT 쇼츠 (SET-UP),M,2,2000,CMT,TBO,베트남,m3,3월2주,O,,"MUD, BLK(BLACK)",X,,53600000,276000000,프라미스,프라미스) PM-7196,,TBO
문도혁,정희영,TLPOM27501,하절 남성 시어서커 쇼츠 (SET-UP),M,2,2000,CMT,거림,베트남,m3,3월4주,O,,"LBL(L/BLUE), DNA(D/NAVY)",X,O,47624000,256000000,SPM,SPM) SO-SUCKER,,거림
문도혁,정희영,TLPNM27911,유통특화_하절 남성 쿨맥스 데님 팬츠,M,2,3500,완사입,스코브,베트남,m1,3월2주,O,,"IND(INDIGO), LBL(L/BLUE)",X,O,94146500,658000000,,,,
문도혁,서은미,TLTCM27691,하절 남녀공용 데이팩 티셔츠,M,3,7700,완사입,IKG,베트남,m1,3월4주,O,,"GRI(GREIGE), LKH, BLK(BLACK)",X,O,173712000,754600000,SPM,SPM) NSX-WR,,IKG
문도혁,서은미,TLSCM27693,하절 남성 데이팩 베이직 셔츠,M,3,2800,완사입,성원,베트남,m1,3월4주,O,,"GRI(GREIGE), BLK(BLACK), BEI(BEIGE)",X,O,79357600,414400000,SPM,SPM) NSX-WR,,성원
문도혁,정희영,TLPNM27691,하절 남성 데이팩 레귤러핏 테이퍼드 팬츠,M,2,6000,CMT,거림,베트남,m1,3월4주,O,,"GRI(GREIGE), BLK(BLACK)",X,O,142842000,888000000,SPM,SPM) NSX-WR,,거림
문도혁,정희영,TLPOM27697,하절 남성 데이팩 베이직 쇼츠,M,3,14000,CMT,TBO,베트남,m1,3월4주,O,,"LKH, RBU, BLK(BLACK)",X,O,277676000,1232000000,SPM,SPM) NSX-WR,,TBO
문도혁,정희영,TLPOM27699,하절 남성 데이팩 카고 쇼츠,M,2,5500,CMT,TBO,베트남,m1,3월4주,X,,"BEI(BEIGE), BLK(BLACK)",X,O,115170000,594000000,SPM,SPM) NSX-WR,,TBO
문도혁,서은미,TLTCM27695,하절 남성 데이팩 하프집업 티셔츠,M,2,2300,CMT,IKG,인도네시아,m1,3월4주,X,,"RBU, BLK(BLACK)",X,,57750700,271400000,SPM,SPM) CD-441VS,,IKG
문도혁,정희영,TLPNM27693,하절 남성 데이팩 루즈핏 팬츠,M,2,2500,CMT,TBO,베트남,m1,3월4주,O,,"DKH(D/KHAKI), DNA(D/NAVY)",X,,81705000,420000000,SPM,SPM) CD-441VS,,TBO
문도혁,권혁일,TLTCM27507,하절 남성 리노쿨 피케 폴로 티셔츠,M,3,6000,완사입,IKG,베트남,m1,3월4주,,,"CO1, CO2, CO3",,,139110000,708000000,,,,
문도혁,권혁일,TVTCM27512,하절 여성 리노쿨 피케 크롭 폴로 티셔츠,M,3,3000,완사입,IKG,베트남,m1,3월4주,,,"CO1, CO2, CO3",,,63000000,354000000,,,,
김준래,정희영,TLSXM27521,하절 남성 체크 긴팔 셔츠,M,2,2000,완사입,픽스처,베트남,,2월4주,O,2월4주,"LLA, DGY(D/GRAY)",X,,78808000,376000000,픽스처,픽스처) SUH404749-01,,픽스쳐
김준래,정희영,TLSXM27551,하절 남성 시어서커 긴팔 셔츠,M,2,1600,완사입,픽스처,베트남,,2월4주,O,3,"IVO(IVORY), GBU-4",X,,61387200,284800000,타키사다나고야,타키사다나고야) 1083500MI,,픽스쳐
김준래,정희영,TLSCM27501,하절 남성 시어서커 반팔 셔츠 (SET-UP),M,4,5500,완사입,픽스처,베트남,,3월2주,O,3월2주,"DNA(D/NAVY), LGY-1, LBL(L/BLUE), BLK(BLACK)",X,O,149985000,814000000,SPM,SPM) SO-SUCKER,,픽스쳐
김준래,정희영,TLSCM27921,유통특화_하절 남성 체크 시어서커 반팔 셔츠,M,2,3500,완사입,픽스처,베트남,,3월2주,O,3월2주,"DKH(D/KHAKI), NAY",X,O,108528000,483000000,픽스처,"픽스처) HL2026-5861""B""",,픽스쳐
김준래,정희영,TLSCM27511,하절 남성 체크 반팔 셔츠,M,2,4000,완사입,픽스처,베트남,,3월2주,O,,"NAY, DGY(D/GRAY)",X,O,163668000,552000000,대웅,대웅) DWT-2982DTP,,픽스쳐
김준래,정희영,TLSXS27511,남성 아우터형 긴팔 셔츠,S,2,1400,완사입,성원,,,2월3주,O,,"GRY-2, MUD",O,,50358000,263200000,프라미스,프라미스) PM-8569,,성원
김준래,정희영,TLSXS27501,남성 기본형 세미오버 긴팔 셔츠,S,2,2000,완사입,성원,,,2월3주,O,,"GRY-2, BLK(BLACK)",X,,78566000,356000000,TORAY CEM,TORAY CEM) 5356-C0,,성원
김준래,정희영,TLSXM27901,유통특화_남성 체크 긴팔 셔츠,M,2,3000,완사입,픽스처,베트남,,3월2주,O,,"WIN, NAY",X,O,107781000,474000000,픽스처,픽스처) CFS01438A,,픽스쳐
김준래,권혁일,TLTCM27591,하절 남성 시어서커 하프집업 반팔 티셔츠 (SET-UP),M,2,1500,완사입,장안,베트남,,3월2주,O,3월2주,"LBL(L/BLUE), DNA(D/NAVY)",X,,38922000,237000000,SPM,SPM) SO-SUCKER,,장안
김준래,권혁일,TLTBS27571,춘절 남성 니트 폴로 긴팔 티셔츠,S,2,2000,완사입,어필코리아,베트남,,1월2주,O,1월2주,"BLK(BLACK), LAK(LAKE)",X,,106628000,440000000,,,,
김준래,권혁일,TLTCM27501,하절 남성 베이직 폴로 반팔 티셔츠,M,4,24000,ODM,TESSELLATION,베트남,,3월2주,X,3월2주,"IVO(IVORY), BGY-1, BLK(BLACK), NAY",X,,396576000,2592000000,,,,
김준래,권혁일,TLTCM27503,하절 남성 핫멜트 폴로 반팔 티셔츠,M,5,67000,완사입,장안,베트남,,1월4주,O,1월 4주,"LAK(LAKE), LGY-1, GBU-3, DNA(D/NAVY), BLK(BLACK)",X,O,1474000000,7906000000,태진,태진) TJ-01445,,장안
김준래,권혁일,TLTCM27505,하절 남성 시어서커 폴로 반팔 티셔츠,M,2,12000,완사입,장안,베트남,,3월2주,O,3월2주,"OWH, BLK(BLACK)",X,O,300696000,1536000000,MD글로벌,MD글로벌) MDAC-72610,,장안
김준래,권혁일,TLTCM27509,하절 남성 시어서커 라운드넥 반팔 티셔츠 (SET-UP),M,2,3000,완사입,장안,베트남,,3월2주,O,3월2주,"BLK(BLACK), GRY(GRAY)",X,O,67437000,354000000,SPM,SPM) SO-SUCKER,,장안
김준래,권혁일,TLTCM27511,하절 남녀공용 CP소로나쿨 릴렉스핏 상록수 그래픽 반팔 티셔츠,M,2,10000,완사입,IKG,인도네시아,,3월4주,X,3월4주,"IVO(IVORY), BLK(BLACK)",X,,202530000,880000000,SPM,SPM) SR-COOL PL,,IKG
김준래,권혁일,TLTCM27517,하절 남성 소로나 릴렉스핏 그래픽 반팔 티셔츠,M,2,3000,완사입,장안,베트남,,4월2주,X,4월 2주,"MUD, BLK(BLACK)",X,,36069000,234000000,수텍스,수텍스) SJD-23-1568,,장안
김준래,권혁일,TLTCM27519,하절 남녀공용 소로나쿨(NP) 릴렉스핏 그래픽 반팔 티셔츠,M,2,3000,완사입,장안,베트남,,4월2주,X,4월 2주,"LGI(L/GREIGE), DGY-3",X,,45762000,264000000,SK패션,SK패션) SK25-9182-YC,,장안
김준래,권혁일,TLTCM27561,하절 남성 헨리넥 레귤러핏 반팔 티셔츠,M,2,1600,완사입,IKG,인도네시아,,2월4주,X,2월4주,"DNA(D/NAVY), LGY(L/GRAY)",X,,30280000,188800000,IKG,IKG) BROS B8802 싱글,,IKG
김준래,권혁일,TLTCM27529,하절 남성 린넨라이크 폴로 반팔 티셔츠,M,2,6000,완사입,장안,베트남,,3월2주,O,3월2주,"LGI(L/GREIGE), NAY",X,,165174000,708000000,타키사다나고야,타키사다나고야) 106-13414,,장안
김준래,권혁일,TLTBS27511,남성 베이직 폴로 긴팔 티셔츠,S,3,8000,ODM,TESSELLATION,중국,,1월2주,X,,"LLA-1, CIN(CINDER), DGY-3",X,,188464000,1024000000,,,,
김준래,권혁일,TLTBM27501,남녀공용 베이직 오버핏 긴팔 티셔츠,M,2,2000,완사입,TESSELLATION,베트남,,1월2주,X,,"CRE-2, BLK(BLACK)",X,,37006000,196000000,TESSELLATION,TESSELLATION) KSF23KF0104532 B,,TESSELLATION
김준래,권혁일,TLTCM27521,남성 소로나 레귤러핏 반팔 티셔츠,M,4,70000,ODM,IKG,인도네시아,,1월4주,X,,"IVO(IVORY), LLA-1, GBU-3, BLK(BLACK)",X,,644000000,4760000000,,,,
김준래,권혁일,TLTCM27523,남성 CP소로나쿨 세미오버 반팔 티셔츠,M,4,10000,완사입,IKG,인도네시아,,2월4주,O,,"MUD, CRE-2, LAK(LAKE), BLK(BLACK)",X,O,142150000,780000000,SPM,SPM) SR-COOL PL,,IKG
김준래,서은미,TVSXM27592,하절 여성 에어리 긴팔 셔츠,M,2,3000,완사입,성원,베트남,,3월1주,X,3월1주,"PYL, LGI(L/GREIGE)",X,,114000000,504000000,필코,필코) 마쿠스,,성원
김준래,서은미,TVSXM27582,하절 여성 시어서커 후드 긴팔 셔츠,M,2,3000,완사입,성원,베트남,,3월2주,O,3월2주,"OWH, GBU-4",X,,110343000,534000000,타키사다나고야,타키사다나고야) 1083500MI,,성원
김준래,서은미,TVSCM27512,하절 여성 시어서커 반팔 셔츠 (SET-UP),M,2,3500,완사입,성원,베트남,,3월2주,O,3월2주,"DNA(D/NAVY), LBL(L/BLUE)",X,,122696000,553000000,SPM,SPM) SO-SUCKER,,성원
김준래,서은미,TVSXS27522,여성 아우터형 긴팔 셔츠,S,2,1800,완사입,성원,베트남,,2월3주,O,,"GMI(G/MINT), DGY-3",X,,64155600,302400000,프라미스,프라미스) PM-8569,,성원
김준래,서은미,TVSXS27502,여성 기본형 세미오버 긴팔 셔츠,S,2,1800,완사입,성원,베트남,,2월3주,O,,"GRI(GREIGE), LLA",X,,67595400,284400000,TORAY CEM,TORAY CEM) 5356-C0,,성원
김준래,서은미,TVSXM27902,유통특화_여성 체크 긴팔 셔츠,M,2,3000,완사입,픽스처,베트남,,3월2주,O,,"WIN, MIN",X,,94791000,474000000,픽스처,픽스처) CFS01438A,,픽스쳐
김준래,권혁일,TVTBS27592,춘절 여성 니트 폴로 긴팔 티셔츠,S,2,1200,완사입,어필코리아,베트남,,1월2주,O,1월2주,"CRE-2, LLA-1",X,,58612800,237600000,,,,
김준래,권혁일,TVTBS27552,춘절 여성 소프트필 후드 긴팔 티셔츠 (SET-UP),S,2,1200,완사입,IKG,인도네시아,,1월3주,O,1월3주,"LLA-1, BLK(BLACK)",X,,36117600,225600000,IKG,IKG) CHN-TY-KNEH 1565,,IKG
김준래,권혁일,TVTCM27502,하절 여성 베이직 폴로 반팔 티셔츠,M,3,9500,ODM,TESSELLATION,중국,,2월4주,X,2월4주,"IVO(IVORY), DNA(D/NAVY), LPI",X,,162868000,1026000000,,,,
김준래,권혁일,TVTCM27504,하절 여성 핫멜트 폴로 반팔 티셔츠,M,3,6500,완사입,장안,베트남,,1월4주,O,1월 4주,"IVO(IVORY), PYL, DNA(D/NAVY)",X,O,136578000,767000000,태진,태진) TJ-01445,,장안
김준래,권혁일,TVTCM27542,하절 여성 스트레치 시어서커 폴로 반팔 티셔츠 (SET-UP),M,2,4000,완사입,태화,베트남,,3월2주,O,3월2주,"OWH, BLK(BLACK)",X,O,87048000,512000000,MD글로벌,MD글로벌) MDAC-72610,,태화
김준래,권혁일,TVTCM27562,하절 여성 CP소로나쿨 반팔 티셔츠,M,2,1800,완사입,장안,베트남,,3월4주,O,3월 4주,"DGY-1, BLK(BLACK)",X,O,36117000,176400000,SPM,SPM) SR-COOL PL,,장안
김준래,권혁일,TVTCM27564,하절 여성 우븐 하이브리드 크롭 반팔 티셔츠,M,2,1600,완사입,IKG,인도네시아,,3월4주,X,3월 4주,"LGY-1, GBU-3",X,,34251200,156800000,SPM,SPM) DTS-B4N,,IKG
김준래,권혁일,TVTCM27514,하절 여성 CP소로나쿨 그래픽 크롭 반팔 티셔츠,M,2,3000,완사입,IKG,인도네시아,,4월2주,X,4월 2주,"IVO(IVORY), DNA(D/NAVY)",X,,35889000,234000000,SPM,SPM) SR-COOL PL,,IKG
김준래,권혁일,TVTCM27528,하절 여성 린넨 라이크 폴로 반팔 티셔츠,M,2,5500,완사입,장안,베트남,,3월2주,X,3월2주,"LPI, CRE-2",X,,127193000,649000000,타키사다나고야,타키사다나고야) 106-13414,,장안
김준래,권혁일,TVTCM27538,하절 여성 시어서커 반팔 폴로 티셔츠,M,3,5000,완사입,태화,베트남,,3월2주,O,3월2주,"CRE(CREAM), LPI, PIS",X,O,147115000,640000000,픽스처,"픽스처) HL2026-5862""A""",,태화
김준래,권혁일,TVTCM27506,여성 소로나 라운드넥 반팔 티셔츠,M,4,24000,ODM,IKG,인도네시아,,1월4주,X,,"IVO(IVORY), LPI, PIS, BLK(BLACK)",X,,189600000,1632000000,,,,
김준래,권혁일,TVTCM27508,여성 CP소로나쿨 모크넥 반팔 티셔츠,M,2,2000,완사입,장안,베트남,,2월4주,X,,"GRI(GREIGE), BLK(BLACK)",X,O,32048000,156000000,SPM,SPM) SR-COOL PL,,장안
김준래,권혁일,TVTBS27548,여성 베이직 폴로 긴팔 티셔츠,S,3,3700,ODM,TESSELLATION,베트남,,1월2주,X,,"IVO(IVORY), LPI, NAY",X,,81736700,473600000,,,,
박진아,조이슬,JKTBS27102,춘절 여성 베이직 긴팔 집업 티셔츠,S,2,2500,완사입,태화,베트남,,1월3주,X,1월3주,"CRE(CREAM), LSL",X,,47250000,370000000,,,,
박진아,조이슬,JKTBS27104,춘절 여성 베이직 긴팔 라운드 티셔츠,S,2,1400,완사입,태화,베트남,,1월3주,X,1월3주,"MIN, DGY(D/GRAY)",X,,24915800,207200000,,,,
박진아,조이슬,JKTBS27112,춘절 여성 하이브리드 긴팔 집업 티셔츠,S,2,2000,완사입,IKG,인도네시아,,2월1주,O,2월1주,"WBE, DGY(D/GRAY)",X,,52250000,296000000,SPM,SPM) SMART SSO _OK,,IKG
박진아,조이슬,JKTBS27114,춘절 여성 ClearDry 아웃포켓 긴팔 라운드 티셔츠,S,2,1300,완사입,IKG,인도네시아,,2월1주,O,2월1주,"GRY(GRAY), CRE(CREAM)",X,,27060800,166400000,SK패션,SK패션) SK26-6002-RV,,IKG
박진아,조이슬,JKTBS27116,춘절 여성 후드 티셔츠,S,2,1200,완사입,IKG,인도네시아,,2월1주,O,2월1주,"BLK(BLACK), DYL(D/YELLOW)",X,,32727600,201600000,SPM,SPM) SMART SSO _OK,,IKG
박진아,조이슬,JKTBS27118,춘절 여성 하이브리드 긴팔 후드 티셔츠,S,2,3000,완사입,장안,인도네시아,,2월1주,O,2월1주,"CRE(CREAM), DYL(D/YELLOW)",X,O,114219000,504000000,태진 / BK,태진) TJ-01445,,장안
박진아,조이슬,JKTBS27120,춘절 자가드 긴팔 집업 티셔츠,S,2,1400,완사입,IKG,인도네시아,,2월1주,O,2월1주,"KHA(KHAKI), BLK(BLACK)",X,,31536400,207200000,글로벌B&G,글로벌B&G) GB26T-LIK0003,,장안
박진아,조이슬,JKPNS27114,DS 제안) 춘절 여성 레귤러핏 카고 팬츠,S,2,1800,CMT,TBO,베트남,,2월1주,O,2월1주,"DGY(D/GRAY), WBE",X,,62179200,356400000,MK,MK) GMZ84482,,TBO
박진아,조이슬,JKPNS27102,춘절 여성 슬림핏 스탠다드 팬츠,S,3,4000,CMT,디코드,베트남,,1월3주,O,1월3주,"CIN(CINDER), DGY(D/GRAY), WBE",X,,113760000,712000000,,,,
박진아,조이슬,JKSCM27142,하절 여성 스트링 반팔 셔츠,M,2,4000,완사입,성원,베트남,,3월4주,X,3월4주,"LSL, MIN",X,,113600000,592000000,글로벌B&G,글로벌B&G) GB25T-STK0297,,성원
